300 33585
26 166 6.92
26 168 6.96
26 169 7.57
26 173 6.21
26 175 10.4
26 179 6.85
26 180 6.96
26 182 10.2
26 185 12
26 187 7.56
26 188 10.1
26 189 8.74
26 190 11.5
26 191 9.94
26 193 11.8
26 194 9.85
26 195 10.5
26 199 7.28
26 200 6.62
26 202 9.22
26 203 10
26 205 9.61
26 206 9.71
26 208 9.27
26 211 8.62
26 212 8.27
26 218 7.54
26 219 11.9
26 220 6.49
26 221 8.06
26 224 11.1
26 227 8.24
26 229 8.46
26 231 9.9
26 232 9.67
26 233 7.04
26 235 11.7
26 236 9.23
26 237 9.63
26 241 10.9
26 243 8.45
26 244 9.8
26 245 7.18
26 247 10.1
26 249 11.4
26 250 8.34
26 251 9.07
26 257 9.74
26 262 8.25
26 263 7.55
26 264 6.68
26 265 6.54
26 266 11.2
26 267 9.2
26 269 10.2
26 270 8.99
26 272 8.29
26 273 9.7
26 276 11.2
26 278 8.19
26 279 11.8
26 280 6.06
26 282 6.25
26 284 6.08
26 286 11.4
26 287 9.25
26 288 11.9
26 290 8.74
26 291 9.26
26 292 10.7
26 295 7.59
26 296 9.53
27 0 7.19
27 1 8.09
27 6 10.5
27 8 9.13
27 14 9.12
27 19 9.6
27 22 10.7
27 23 6.64
27 26 6.33
27 31 11.7
27 32 9.53
27 33 6.98
27 35 7.75
27 36 7.06
27 38 11.6
27 39 8.86
27 40 9.28
27 41 7.93
27 42 11.5
27 44 10.7
27 51 10.3
27 52 9.61
27 55 8.55
27 57 7.86
27 58 7.38
27 59 7.45
27 60 6.08
27 64 11.2
27 65 6.41
27 66 11.9
27 70 11.5
27 73 7.1
27 79 11.7
27 83 10.9
27 84 9.95
27 86 7.22
27 88 11.4
27 89 8.24
27 93 7.12
27 94 10.7
27 95 11.1
27 96 7.72
27 97 11.1
27 98 10.3
27 99 8.83
27 101 11.1
27 102 9.74
27 103 9.59
27 105 8.89
27 106 7.69
27 108 10.9
27 112 7.06
27 115 8.75
27 117 8.86
27 121 7.42
27 125 6.16
27 126 10.1
27 127 7.36
27 128 9.38
27 129 8.6
27 130 9.27
27 131 8.74
27 132 6.38
27 135 7.73
27 138 9.21
27 140 11.1
27 141 9.71
27 142 7.88
27 143 9
27 144 9.12
27 146 6.49
27 151 11.2
27 153 6.21
27 156 7.71
27 158 8.51
27 159 9.44
27 161 10.2
27 163 10.1
27 164 6.65
27 166 9.71
27 169 8.03
27 172 8.95
27 173 11.8
27 174 7.09
27 175 8.82
27 176 8.12
27 177 8.15
27 178 8.86
27 179 6.51
27 180 10.3
27 182 6.65
27 183 7.63
27 184 9.78
27 187 7.66
27 189 11
27 191 9.98
27 192 7.1
27 193 7.41
27 194 6.09
27 195 7.17
27 197 7.17
27 198 10.8
27 199 7.85
27 203 10.7
27 204 7.59
27 205 7.03
27 207 8.44
27 208 10.2
27 209 7.08
27 210 6.37
27 212 9.04
27 213 11.3
27 214 7.5
27 219 6.45
27 222 10.1
27 223 11.9
27 226 9.22
27 227 11.8
27 228 6.67
27 229 10.5
27 233 8.61
27 234 11.2
27 237 9.46
27 239 10.7
27 243 11.7
27 245 7.94
27 246 11.9
27 247 11.2
27 248 8.01
27 249 7.32
27 250 10.7
27 252 8.41
27 253 11.1
27 254 10.7
27 257 7.64
27 259 10.7
27 260 6.78
27 262 9.56
27 265 10.9
27 267 9.67
27 269 8.2
27 270 10.8
27 272 10.4
27 275 9.46
27 276 6.52
27 278 11.1
27 283 10.5
27 284 7.95
27 288 8.43
27 289 11.1
27 291 10.6
27 293 9.16
27 294 7.75
27 297 8.37
27 298 10.5
27 299 7.92
28 0 10.4
28 1 6.06
28 4 8.07
28 6 9.3
28 13 10.3
28 14 8.48
28 17 7.15
28 20 7.99
28 22 11.5
28 24 11
28 27 8.11
28 30 9.37
28 31 8.72
28 33 10.6
28 35 11.8
28 36 11
28 37 8.33
28 39 6.22
28 41 8.43
28 42 6.51
28 44 6.44
28 45 9.85
28 47 10.2
28 48 7.26
28 52 7.62
28 57 11.3
28 58 10.5
28 61 6.16
28 62 6.3
28 64 10.7
28 66 9.07
28 69 8.18
28 70 8.52
28 72 10.4
28 73 7.26
28 75 9.47
28 77 9.79
28 78 9.68
28 79 6.03
28 83 6.74
28 84 7.28
28 85 9.65
28 86 9.59
28 87 9.9
28 88 9.79
28 90 6.8
28 91 9.15
28 92 10.1
28 93 9.59
28 94 7.23
28 98 11.3
28 100 7.75
28 103 8.47
28 105 10.1
28 106 7.16
28 108 10.5
28 109 8.99
28 111 7.09
28 112 6.71
28 113 9.74
28 116 8.17
28 117 10.5
28 119 7.5
28 121 9.07
28 122 9.82
28 123 7.77
28 127 9.23
28 137 6.29
28 138 11
28 140 7.13
28 141 11.5
28 142 11.1
28 143 8.01
28 144 10.3
28 145 6.5
28 147 6.22
28 149 6.07
28 150 8.43
28 153 7.85
28 155 11.6
28 158 11
28 159 9.45
28 164 7.56
28 165 7.04
28 166 7.69
28 167 8.73
28 168 7.98
28 169 7.31
28 170 9.62
28 171 10.8
28 172 11.3
28 174 6.07
28 176 7.53
28 178 11.1
28 186 11.9
28 189 8.99
28 194 7.55
28 196 6.26
28 197 11.5
28 199 8.09
28 200 9.56
28 202 7.96
28 205 7.66
28 207 10.2
28 209 8.86
28 210 7.83
28 212 6.86
28 213 7.91
28 214 9.49
28 216 8.49
28 217 7.37
28 221 10.8
28 222 11.7
28 225 7.04
28 229 6.06
28 231 6.12
28 237 10.5
28 239 7.86
28 240 7.12
28 246 9.41
28 247 6.48
28 248 11.2
28 251 10.6
28 254 6.32
28 255 6.78
28 256 8.44
28 258 6.67
28 259 6.5
28 261 11.7
28 262 9.78
28 264 6.8
28 266 7.98
28 267 6.3
28 268 8.76
28 270 10.9
28 271 9.43
28 272 7.64
28 273 9.86
28 274 6.65
28 275 9.6
28 276 8.82
28 279 7.75
28 280 11.2
28 283 11.1
28 285 6.61
28 286 9.59
28 287 9.96
28 293 9.78
28 294 6.37
28 295 11.2
28 296 11.9
29 27 9.58
29 31 7.88
29 32 8.29
29 34 11.6
29 35 10.1
29 36 10.1
29 38 11.8
29 40 7.12
29 41 10.7
29 44 6.3
29 47 6.6
29 48 8.27
29 51 8.45
29 52 10.3
29 53 12
29 54 11.1
29 55 8.42
29 56 10.7
29 57 7.82
29 59 8.4
29 61 7.41
29 62 8.21
29 63 8.53
29 66 7.23
29 67 7.11
29 68 9.01
29 72 11.2
29 77 6.97
29 82 11.7
29 84 11.2
29 85 8.44
29 92 8.67
29 93 10.3
29 94 12
29 95 10.4
29 97 8.03
29 101 8.51
29 102 10.8
29 104 10.5
29 105 11.7
29 106 6.46
29 107 7.53
29 108 9.84
29 111 9.79
29 113 7.43
29 114 9.91
29 115 7.1
29 116 11.2
29 118 6.62
29 120 7.84
29 121 6.91
29 122 6.19
29 124 11
29 126 8.13
29 127 6.52
29 128 7.02
29 130 10.4
29 133 6.93
29 135 11.4
29 137 7.17
29 139 7.64
29 142 8.65
29 143 7.19
29 146 7.18
29 149 9.94
29 151 9.67
29 152 11
29 153 7.24
29 154 8.78
29 155 7.97
29 160 9.7
29 162 10.9
29 167 11.5
29 170 11.7
29 172 9.25
29 173 11.6
29 175 11.2
29 176 11.6
29 177 10.6
29 179 7.85
29 181 8.8
29 182 10.5
29 183 10.4
29 185 8.18
29 190 6.91
29 192 7.87
29 193 6.47
29 195 10.8
29 197 7.21
29 199 10.3
29 200 9.73
29 201 9.95
29 202 7.08
29 204 9.27
29 205 8.79
29 207 8.36
29 209 6.37
29 210 11
29 212 11.7
29 215 11.1
29 216 7.17
29 217 8.12
29 218 10.6
29 223 10.7
29 224 6.38
29 226 6.45
29 227 10.1
29 228 9.57
29 229 6.66
29 230 8.19
29 231 6.33
29 232 6.48
29 234 7.68
29 236 11.4
29 243 6.9
29 251 11.1
29 252 9.24
29 254 7.02
29 255 10.2
29 256 9.83
29 258 9.17
29 260 7.97
29 261 10.1
29 264 11.4
29 266 8.75
29 267 9.12
29 268 9.14
29 270 7.36
29 272 8.39
29 274 8.4
29 275 9.38
29 277 8.15
29 278 9.26
29 281 11.3
29 282 6.2
29 283 8.88
29 285 11.8
29 286 7.45
29 290 7.5
29 291 12
29 292 10.4
29 297 9.8
29 298 9.28
29 299 10.9
30 1 10.4
30 3 6.57
30 13 11.6
30 14 9.82
30 20 9.71
30 23 11.8
30 27 9.82
30 34 11.2
30 36 7.06
30 37 11.2
30 38 11.5
30 39 10
30 40 8.34
30 44 8.92
30 45 10.3
30 46 7.82
30 47 12
30 48 9.17
30 51 9.77
30 52 10
30 55 11.3
30 57 8.74
30 59 6.95
30 62 6.11
30 64 8.86
30 65 10.3
30 68 10.5
30 69 7.9
30 71 8.74
30 72 7.96
30 76 6.37
30 78 8.53
30 79 11.7
30 80 11.2
30 81 11.6
30 87 10.5
30 88 7.55
30 90 9.53
30 91 11.2
30 95 9.42
30 96 6.03
30 99 8.56
30 100 8.51
30 101 11
30 103 10.3
30 105 8.72
30 107 9.33
30 108 8.44
30 109 9.09
30 110 8.4
30 112 11
30 113 7.45
30 115 8.84
30 116 7.95
30 117 7.23
30 119 8.23
30 120 11
30 121 10
30 122 10.4
30 124 10.5
30 125 9.61
30 126 8.48
30 127 9.76
30 129 6.44
30 131 10.1
30 132 6.34
30 134 10.5
30 136 7.81
30 138 11.7
30 141 7.26
30 142 11.9
30 144 8.74
30 146 11.7
30 147 10.9
30 150 7.75
30 151 11.4
30 154 7.73
30 157 7.2
30 158 9.16
30 159 11.1
30 160 10
30 162 8.16
30 163 9.94
30 164 9.4
30 168 7.3
30 175 11.3
30 176 6.82
30 178 9.06
30 180 7.26
30 181 11.4
30 182 7.07
30 184 9.16
30 185 9.59
30 186 7.99
30 188 11.7
30 189 6.82
30 191 6.78
30 195 6.65
30 196 11.8
30 197 11.6
30 198 6.79
30 205 10.8
30 210 9.44
30 211 11
30 212 9.51
30 214 11.2
30 215 8.37
30 217 11.1
30 222 8.31
30 224 6.67
30 231 7.52
30 233 10.4
30 234 6.55
30 235 8.86
30 236 7.59
30 237 8.64
30 238 7.5
30 239 11.2
30 240 9.82
30 241 8.24
30 243 8.97
30 244 9.85
30 247 8.31
30 249 7.03
30 251 11.7
30 254 6.04
30 255 10.4
30 257 9.46
30 259 8.88
30 263 9.56
30 264 9.35
30 267 10.9
30 268 6.31
30 269 10.2
30 271 8.52
30 275 11.7
30 277 10.5
30 278 7.6
30 280 10.6
30 283 6.5
30 286 6.52
30 288 11.7
30 289 6.31
30 290 9.49
30 291 11.1
30 295 8.67
30 296 10.8
30 297 9.28
30 299 11.4
31 0 10.3
31 9 11.3
31 10 8.74
31 11 7.63
31 13 10.9
31 14 8.49
31 23 8.89
31 26 7.32
31 30 7.3
31 32 6.48
31 33 9.33
31 34 11
31 38 6.86
31 42 7.29
31 45 8.94
31 46 10.2
31 54 10.6
31 55 9.88
31 60 7.87
31 61 9.88
31 64 8.75
31 65 9.56
31 66 7.98
31 68 8.08
31 69 11.2
31 71 7.3
31 72 6.23
31 73 6.29
31 74 9.13
31 75 8.14
31 76 8.67
31 79 10.6
31 80 8.89
31 81 7.55
31 82 6.04
31 83 11.2
31 85 11.5
31 87 7.71
31 90 8.29
31 91 12
31 94 11.2
31 99 7.43
31 100 6.84
31 104 11.3
31 105 11.4
31 110 9.31
31 111 8.57
31 113 8.39
31 114 6.69
31 115 11.2
31 118 11.2
31 120 9.17
31 122 8.36
31 123 7.98
31 128 7.36
31 129 6
31 131 11.7
31 132 8.05
31 133 10.4
31 134 8.02
31 136 7.86
31 143 11.4
31 145 8.48
31 147 10.3
31 148 10.4
31 149 10.6
31 150 10.3
31 151 6.23
31 152 11.3
31 155 8.63
31 157 8.78
31 159 11.2
31 160 10.6
31 161 11.1
31 163 8.4
31 164 6.46
31 170 8.6
31 172 7.1
31 173 10.5
31 176 10.3
31 179 8.53
31 186 8.35
31 189 9.31
31 191 8.73
31 194 8.03
31 196 11.8
31 198 6.63
31 202 10.9
31 204 11.7
31 205 10.1
31 206 10.9
31 207 11.6
31 208 9.45
31 211 9.61
31 212 6.62
31 214 7.06
31 215 9.74
31 216 8.32
31 217 10.4
31 219 10.1
31 222 11.8
31 223 7.36
31 224 11.4
31 225 7.04
31 226 6.98
31 229 6.67
31 230 9.01
31 231 6.79
31 232 10.1
31 233 6.54
31 234 6.1
31 235 9.2
31 237 11
31 241 7.89
31 242 11.7
31 244 7.37
31 248 8.22
31 250 11.4
31 251 9.85
31 255 11.6
31 257 7.01
31 260 10.1
31 261 6.91
31 266 6.35
31 267 6.78
31 268 9.26
31 269 7.99
31 271 11.7
31 272 8.4
31 274 8.97
31 275 9.74
31 278 8.8
31 281 8.39
31 282 10.8
31 286 7.63
31 291 9.96
31 293 6.33
31 295 6.67
31 296 11.7
31 297 7
31 299 9.73
32 0 7.82
32 6 6.09
32 9 8.05
32 13 8.38
32 14 8.42
32 15 10.1
32 18 10.9
32 20 8.96
32 28 10.9
32 33 7.91
32 34 10.2
32 35 9
32 37 6.77
32 38 8.13
32 41 10.7
32 43 6.19
32 44 11.4
32 47 11.3
32 49 6.5
32 51 11.3
32 53 6.04
32 54 8.63
32 56 6.73
32 58 6.05
32 59 10.4
32 60 10.5
32 61 8.5
32 62 8.29
32 66 10.8
32 70 10.1
32 72 6.54
32 77 6.61
32 81 9.92
32 83 11.3
32 86 10.1
32 87 11.2
32 89 9.22
32 95 11.7
32 97 10.4
32 98 7.06
32 99 8.02
32 102 7.42
32 105 7.34
32 106 10.9
32 108 9.92
32 109 11
32 110 8.28
32 112 9.27
32 114 9.62
32 119 11.4
32 120 9.99
32 121 10.5
32 122 8.57
32 126 7.03
32 127 9.31
32 129 6.06
32 133 6.74
32 135 7.87
32 143 11.7
32 146 8.18
32 147 6.51
32 148 9.17
32 149 11.6
32 150 9.54
32 154 6.95
32 155 10.3
32 156 11.6
32 160 11.6
32 161 7.18
32 163 11.5
32 164 7.03
32 168 7.99
32 169 10.4
32 170 9.88
32 173 8.82
32 174 7.24
32 179 8.25
32 182 6.86
32 185 7.45
32 193 11.3
32 195 10.1
32 199 10
32 203 8.61
32 206 8.39
32 208 8.57
32 209 6.27
32 210 6.23
32 211 10.4
32 213 6.51
32 214 11.6
32 217 10.4
32 218 10.2
32 219 7.94
32 221 9.13
32 223 7.23
32 225 7.18
32 228 6.54
32 230 8.84
32 232 10.7
32 233 8.9
32 234 6.75
32 235 11.5
32 236 8.75
32 237 10.7
32 238 10.8
32 240 8.1
32 243 10.7
32 245 9.84
32 246 10.2
32 253 8.16
32 258 6.04
32 259 8.85
32 262 10
32 263 11.2
32 265 11.8
32 266 8.08
32 267 10.8
32 268 8.92
32 269 10.4
32 271 10.4
32 272 9.88
32 273 9.59
32 276 7.93
32 277 7.14
32 281 7.04
32 282 8.26
32 283 8.41
32 287 8.23
32 288 9.94
32 289 9.81
32 294 9.16
32 295 9.28
32 296 10.2
32 297 10.1
33 3 7.83
33 14 7.46
33 15 10
33 16 7.9
33 24 11.6
33 30 7.37
33 34 7.2
33 37 11.9
33 38 6.83
33 39 9.15
33 41 11.3
33 42 7.93
33 43 7.41
33 46 7.06
33 49 10.2
33 51 11.5
33 52 10.3
33 54 8.09
33 57 9.71
33 59 8.27
33 60 11.2
33 64 10.3
33 65 10.2
33 68 11.9
33 69 8.19
33 70 9.67
33 75 8.52
33 76 10.2
33 77 11.1
33 78 7.4
33 83 10.5
33 84 9.95
33 85 8.18
33 89 6.05
33 93 9.44
33 95 6.34
33 96 9.61
33 98 7.14
33 101 7.55
33 102 6.66
33 108 10.1
33 109 11.6
33 112 11.2
33 113 6.36
33 114 6.28
33 115 9.19
33 117 11.4
33 118 11.2
33 119 11.1
33 122 6.19
33 124 6.18
33 127 11.3
33 131 10
33 132 7.44
33 134 11.7
33 137 10.2
33 138 6.28
33 141 11.4
33 143 10.8
33 146 12
33 147 10.7
33 148 7.68
33 155 8.35
33 156 11.7
33 157 7
33 158 11.1
33 159 8.48
33 160 6.95
33 162 7.46
33 164 6.2
33 166 8.5
33 167 7.55
33 168 10.1
33 172 8.93
33 174 7.72
33 177 6.41
33 179 11.2
33 180 7.76
33 181 7.12
33 183 12
33 184 6.46
33 185 6.26
33 187 8.67
33 191 9.7
33 193 6.62
33 194 9.55
33 195 11.4
33 196 6.96
33 197 7.92
33 198 9.8
33 200 11
33 201 10.3
33 203 9.38
33 207 6.29
33 211 6.77
33 215 8.66
33 221 6.26
33 224 9.69
33 225 7.08
33 226 11.6
33 228 7.76
33 230 6.43
33 231 8.81
33 232 10.5
33 233 9.78
33 234 8.33
33 235 12
33 240 10
33 242 11.8
33 245 11.2
33 246 10.5
33 248 9.18
33 249 6.31
33 251 9.19
33 253 8.66
33 254 10.3
33 257 9.6
33 258 11.1
33 259 9.86
33 261 7.24
33 262 11.6
33 266 7.59
33 267 8.01
33 276 8.24
33 277 6.39
33 279 6.01
33 280 9.34
33 281 8.13
33 282 6.25
33 283 9.69
33 287 7.41
33 289 11.9
33 292 7.44
33 293 10.9
33 296 9.1
33 298 10.7
33 299 8.66
34 0 7.49
34 2 7.31
34 6 8.16
34 8 10.8
34 9 11
34 12 9.9
34 15 10
34 18 11.4
34 19 6.73
34 22 10.4
34 23 11.6
34 28 8.54
34 36 6.35
34 37 9.03
34 39 11.6
34 40 10.8
34 42 11.3
34 44 6.95
34 47 9.46
34 48 8.03
34 49 9.74
34 53 11.7
34 54 10.6
34 56 6.67
34 57 9.83
34 59 11.2
34 60 6.89
34 62 8.97
34 63 7.2
34 64 10.9
34 67 7.5
34 68 9.28
34 69 9.36
34 79 8.16
34 80 7.13
34 82 12
34 85 11.8
34 87 8.57
34 89 11.6
34 93 10.5
34 94 6.93
34 96 6.11
34 97 8.17
34 98 6.22
34 99 8.04
34 101 7.33
34 102 9.74
34 103 7.36
34 104 6.28
34 105 8.56
34 110 10.5
34 114 9.34
34 115 7.66
34 117 8.8
34 119 8.05
34 121 10.6
34 123 7.77
34 126 7.89
34 127 10.8
34 129 7.61
34 131 11.1
34 132 7.09
34 133 8.42
34 134 11.9
34 135 10.9
34 136 6.01
34 138 9.39
34 140 11.2
34 142 11.5
34 143 9.65
34 145 10.4
34 146 6.51
34 152 11.5
34 154 11.9
34 156 8.58
34 157 7.35
34 159 10.8
34 162 11.2
34 164 8.16
34 165 7.31
34 166 8.94
34 167 10.6
34 169 6.1
34 170 8.58
34 174 10.1
34 175 8.7
34 176 7.39
34 177 11.7
34 178 10.9
34 180 9.4
34 182 6.83
34 185 9.24
34 186 6.11
34 187 8.22
34 191 10.5
34 192 7.43
34 194 6.37
34 195 10.5
34 196 6.03
34 201 7.12
34 202 7.97
34 205 6.03
34 208 7.57
34 209 11.7
34 213 8.25
34 216 8.1
34 218 10.5
34 219 11.4
34 220 8.39
34 221 8.97
34 222 8.2
34 223 11.9
34 225 10.7
34 226 7.83
34 228 7.23
34 234 11.7
34 239 7.9
34 240 6.25
34 243 8.69
34 244 8.79
34 245 10.8
34 247 7.21
34 248 7.79
34 251 8.93
34 253 9.22
34 254 11.6
34 256 6.03
34 261 9.96
34 262 11.9
34 269 7.23
34 271 10.5
34 272 9.24
34 273 11
34 277 8.48
34 278 7.7
34 281 7.05
34 283 10.3
34 285 10.5
34 291 11.4
34 292 9.93
34 297 8.27
34 298 9.38
35 0 12
35 2 8.16
35 3 7.64
35 4 8.18
35 7 6.16
35 10 7.31
35 19 10.9
35 21 11.3
35 23 11.6
35 31 8.52
35 33 10.3
35 38 6.88
35 39 6.71
35 43 6.85
35 44 8.99
35 48 10.9
35 49 11.2
35 53 8.58
35 55 9.65
35 56 6.8
35 57 10.7
35 59 11.2
35 63 11.3
35 65 11.9
35 68 6.88
35 75 6.95
35 78 7.14
35 79 9.71
35 80 9.88
35 81 7.63
35 84 10.8
35 85 7.33
35 86 11.8
35 94 8.59
35 96 9.19
35 97 10.8
35 108 10.3
35 112 6.71
35 113 8.66
35 114 7.15
35 118 10.4
35 119 11.5
35 125 11.5
35 127 6.34
35 128 9.74
35 132 9.15
35 133 7.02
35 137 7.69
35 138 6.3
35 139 6.63
35 140 6.05
35 142 11.1
35 144 10.2
35 145 11.9
35 147 7.84
35 149 11.1
35 155 6.41
35 156 9.27
35 159 9.52
35 161 10.1
35 162 6.25
35 164 12
35 165 6.27
35 168 11.3
35 169 9.02
35 170 10.2
35 173 8.55
35 176 11.8
35 179 9.46
35 180 11.9
35 187 9.65
35 189 9.49
35 190 8.26
35 191 7.6
35 192 9.15
35 193 6.21
35 194 10.2
35 197 8.43
35 198 7.28
35 199 6.17
35 200 8.05
35 203 9.07
35 205 11
35 206 9.91
35 209 9.97
35 210 11.8
35 212 8.85
35 214 8.87
35 218 10.7
35 219 6.6
35 220 10.4
35 221 6.77
35 223 9.19
35 224 6.81
35 225 8.5
35 228 9.85
35 229 11.9
35 230 10.1
35 235 9.61
35 238 8.54
35 239 8.66
35 240 6.55
35 244 6.6
35 246 11.1
35 250 9.92
35 252 6.84
35 254 9.18
35 256 8.38
35 259 7.02
35 260 6.88
35 265 8.78
35 266 10.3
35 268 11.7
35 270 10
35 277 10.5
35 280 11.7
35 283 11.4
35 285 10.4
35 288 9.3
35 290 10.3
35 293 11.4
35 294 11.3
35 295 6.07
36 1 11.5
36 7 11.2
36 13 6.74
36 18 8.69
36 20 8.32
36 21 8.7
36 23 7.19
36 24 6.37
36 25 9.72
36 42 6.45
36 43 12
36 44 6.85
36 45 7.25
36 46 9.9
36 47 8.01
36 48 6.76
36 51 6.86
36 52 8.15
36 56 8.82
36 57 8.52
36 59 7.6
36 61 10.5
36 64 6.92
36 66 7.72
36 68 10.9
36 69 7.56
36 70 11.6
36 71 10.6
36 75 8.92
36 79 6.92
36 82 8.44
36 84 8.28
36 85 11.7
36 87 8.24
36 89 6.76
36 91 7.97
36 97 9.04
36 98 6.51
36 100 8.63
36 101 11.6
36 103 7.12
36 109 7.29
36 110 11.4
36 111 8.14
36 112 6.26
36 113 8.49
36 115 6.88
36 117 6.03
36 119 7.75
36 120 9.87
36 121 9.22
36 124 6.26
36 125 9.33
36 126 11.4
36 128 11.7
36 129 8.78
36 133 8.87
36 134 10.2
36 136 10
36 138 8.11
36 139 8.89
36 140 10.9
36 141 8.74
36 144 8.98
36 145 8.68
36 146 8.65
36 150 8.42
36 151 8.39
36 152 10.6
36 156 7.8
36 159 7.55
36 162 9.55
36 163 6.48
36 165 9.93
36 166 11.9
36 167 6.48
36 170 6.84
36 172 9.93
36 175 8.23
36 176 10.1
36 178 11
36 181 8.68
36 185 11.7
36 186 7.46
36 187 8.37
36 188 10.5
36 190 6.3
36 191 10.9
36 192 10.4
36 194 9.65
36 200 10.1
36 202 8.73
36 203 10.1
36 204 9.26
36 205 9.66
36 206 9.03
36 208 6.35
36 211 8.91
36 213 8.85
36 215 6.75
36 216 9.72
36 217 7.72
36 220 6.29
36 221 12
36 222 6.08
36 224 11.8
36 225 10.1
36 228 9.46
36 229 8.64
36 231 10.4
36 232 6.11
36 235 6.27
36 236 10.4
36 239 10.9
36 240 7.7
36 241 8.12
36 244 9.58
36 246 10.8
36 247 6.49
36 248 8.28
36 249 12
36 251 7.42
36 253 10.5
36 256 10.2
36 260 10.2
36 261 8.23
36 263 8.24
36 265 8.65
36 269 6.13
36 270 7.45
36 271 7.79
36 272 8.37
36 273 8.41
36 274 11.1
36 276 6.74
36 278 6.13
36 279 6.2
36 280 8.62
36 281 11.1
36 282 10.8
36 285 10.9
36 286 10.8
36 287 9.66
36 288 7.59
36 289 10.6
36 290 6.86
36 291 6.39
36 292 9.45
36 293 7.53
36 295 11.6
36 298 10.4
36 299 8.11
37 5 10.7
37 7 6.64
37 16 6.59
37 21 11.9
37 24 8.09
37 29 6.7
37 38 9.53
37 39 9.51
37 40 9.03
37 41 11.3
37 42 10.9
37 43 8.49
37 46 9.07
37 47 11.9
37 48 10.8
37 49 6.72
37 51 7.47
37 52 11.7
37 53 7.06
37 54 10.2
37 60 6.21
37 61 10.2
37 62 6.03
37 63 6.87
37 64 7.49
37 66 11.1
37 68 11
37 69 9.34
37 71 6.14
37 72 12
37 76 6.41
37 77 9.3
37 78 7.35
37 79 7.29
37 81 8.59
37 86 8.55
37 87 12
37 91 11.4
37 95 8.4
37 97 10.1
37 98 7.55
37 101 6.91
37 102 11.8
37 104 7.17
37 106 9.87
37 107 11.5
37 113 6.74
37 115 8
37 119 7.99
37 120 6.26
37 124 9.49
37 126 11.8
37 129 9.49
37 131 9.94
37 133 8.08
37 135 9.44
37 139 9.69
37 141 8.71
37 142 7.67
37 146 11.8
37 148 7.26
37 150 12
37 151 9.32
37 152 8.5
37 153 11
37 154 9.98
37 155 6.98
37 160 7.7
37 163 11.3
37 164 9.6
37 167 7.92
37 170 11.4
37 171 10.9
37 172 11.4
37 173 7.52
37 174 10.9
37 177 11.6
37 179 7.78
37 180 8.71
37 181 6.2
37 183 8.04
37 184 8.75
37 187 8.47
37 189 7.8
37 190 9.94
37 191 7.42
37 192 11.5
37 194 11.1
37 199 7.32
37 200 7.43
37 203 6.96
37 205 9.09
37 206 10.4
37 208 11.3
37 209 9.65
37 211 9.57
37 214 9.32
37 215 10.5
37 218 7.85
37 221 7.58
37 223 7.26
37 224 10.4
37 229 11.8
37 233 7.73
37 235 10.3
37 238 8.45
37 241 8.6
37 242 8.37
37 243 8.15
37 244 10.5
37 246 6.35
37 248 6.45
37 251 10.3
37 254 6.22
37 255 11.9
37 256 8.56
37 257 9.45
37 258 11
37 261 8.63
37 267 9.33
37 269 9.24
37 270 11.5
37 271 9.21
37 272 6.06
37 273 6.53
37 274 11.3
37 275 8
37 276 9.06
37 277 9.48
37 278 11.9
37 283 11.7
37 284 6.55
37 285 6.37
37 286 9.25
37 287 10.7
37 289 10.9
37 290 10.9
37 291 9.53
37 292 8.01
37 293 10.3
37 297 7.14
37 298 6.92
38 1 9.37
38 16 8.1
38 18 10
38 19 6.14
38 21 8.65
38 22 9.75
38 23 6.2
38 28 11.8
38 34 6.96
38 39 7.46
38 40 12
38 46 6.66
38 48 8.89
38 51 8.62
38 53 11.5
38 56 9.61
38 57 11.6
38 58 6.83
38 59 11.4
38 61 7.32
38 62 11.5
38 64 9.61
38 67 8.37
38 72 7.44
38 74 9.39
38 75 7.88
38 77 6.1
38 79 8.17
38 80 9.28
38 81 9.84
38 82 8.77
38 85 10.4
38 86 6.52
38 88 11
38 90 6.64
38 91 6.72
38 94 12
38 97 9.04
38 98 11.9
38 100 10.9
38 101 9.72
38 103 9.6
38 104 8.43
38 106 6.87
38 107 9.51
38 109 10.6
38 112 9.8
38 113 9.55
38 114 11.1
38 115 10.4
38 117 10.9
38 118 10.7
38 120 11.8
38 125 9.15
38 126 10.9
38 127 7.04
38 128 9.42
38 129 10.5
38 130 6.37
38 132 6.41
38 133 8.43
38 134 9.98
38 135 10.5
38 136 10.7
38 138 9.16
38 139 11.6
38 140 10.4
38 142 6.4
38 150 11.1
38 151 10.9
38 152 10.3
38 153 9.18
38 154 10.2
38 155 6.93
38 156 9.24
38 158 12
38 161 9.22
38 174 7.66
38 176 6.92
38 177 11.1
38 179 7.71
38 180 11.8
38 183 8.32
38 184 7.37
38 185 7.06
38 186 7.99
38 187 7.88
38 188 6.05
38 189 11.2
38 190 11.3
38 192 11.4
38 195 9.04
38 197 11.3
38 198 6.01
38 199 10.4
38 201 11.6
38 202 10.1
38 204 8.04
38 205 7.32
38 207 7.35
38 208 7.63
38 209 11.6
38 211 11.9
38 213 6.61
38 215 8.01
38 216 10.4
38 217 7.52
38 218 9.78
38 223 6.69
38 224 7.84
38 226 11.4
38 229 11.1
38 230 8.28
38 232 9.29
38 233 6.65
38 235 11.5
38 241 6.92
38 243 10.7
38 244 10.7
38 245 7.59
38 250 8.79
38 251 8
38 252 11
